"borough" "neighborhood" "building.class.category" "tax.class.at.present" "block" "lot" "ease.ment" "building.class.at.present" "address" "apartment.number" "zip.code" "residential.units" "commercial.units" "total.units" "land.square.feet" "gross.square.feet" "year.built" "tax.class.at.time.of.sale" "building.class.at.time.of.sale" "sale.price" "sale.date" "sale.price.n" "gross.sqft" "land.sqft" "outliers"
"22409" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10161 28 NA "B2" "104-48 164TH STREET                      " "            " 11433 2 0 2 " 2,000 " " 2,000 " 2006 1 "B2" " 430,000 " "2/24/2016" 430000 2000 2000 0
"22410" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10161 44 NA "S2" "106-55 GUY R BREWER BLVD                 " "            " 11433 2 1 3 " 2,000 " " 2,720 " 1910 1 "S2" " 499,000 " "4/27/2016" 499000 2720 2000 0
"22412" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10161 64 NA "S2" "106-15 GUY R. BREWER BLVD.,              " "            " 11433 2 1 3 " 2,000 " " 3,300 " 1931 1 "S2" " 518,000 " "1/20/2016" 518000 3300 2000 0
"22413" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10162 62 NA "B1" "104-39 164TH STREET                      " "            " 11433 2 0 2 " 2,000 " " 1,968 " 1901 1 "B1" " 533,000 " "7/26/2016" 533000 1968 2000 0
"22414" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10163 1 NA "B1" "164-02 SOUTH ROAD                        " "            " 11433 2 0 2 " 1,554 " " 2,318 " 1920 1 "B1" " 430,000 " "6/30/2016" 430000 2318 1554 0
"22415" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10163 62 NA "B2" "104-26 165TH STREET                      " "            " 11433 2 0 2 " 2,500 " " 1,472 " 2004 1 "B2" " 355,000 " "5/23/2016" 355000 1472 2500 0
"22417" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10166 41 NA "B2" "107-16 164TH   STREET                    " "            " 11433 2 0 2 " 2,703 " " 2,130 " 1925 1 "B2" " 620,000 " "11/16/2015" 620000 2130 2703 0
"22418" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10168 13 NA "B2" "107-30 165TH   STREET                    " "            " 11433 2 0 2 " 2,500 " " 2,088 " 2004 1 "B2" " 580,000 " "5/23/2016" 580000 2088 2500 0
"22419" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10168 18 NA "B2" "107-18 165 STREET                        " "            " 11433 2 0 2 " 2,500 " " 2,040 " 2006 1 "B2" " 496,300 " "2/25/2016" 496300 2040 2500 0
"22422" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10169 97 NA "B2" "107-52 166TH   STREET                    " "            " 11433 2 0 2 " 1,614 " " 1,506 " 2004 1 "B2" " 453,200 " "11/10/2015" 453200 1506 1614 0
"22423" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10171 4 NA "B2" "108-53 GUY R BREWER BLVD                 " "            " 11433 2 0 2 " 2,000 " " 1,344 " 1920 1 "B2" " 100,000 " "4/28/2016" 1e+05 1344 2000 0
"22424" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10171 4 NA "B2" "108-53 GUY R BREWER BLVD                 " "            " 11433 2 0 2 " 2,000 " " 1,344 " 1920 1 "B2" " 669,661 " "12/11/2015" 669661 1344 2000 0
"22425" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10172 61 NA "B3" "164-07 109TH   AVENUE                    " "            " 11433 2 0 2 " 1,840 " " 1,144 " 1925 1 "B3" " 200,500 " "4/18/2016" 200500 1144 1840 0
"22426" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10173 74 NA "B3" "164-31 108TH DRIVE                       " "            " 11433 2 0 2 " 4,311 " " 1,370 " 1925 1 "B3" " 575,000 " "12/17/2015" 575000 1370 4311 0
"22427" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10175 11 NA "B3" "164-61 109TH   AVENUE                    " "            " 11433 2 0 2 " 2,500 " " 2,046 " 1930 1 "B3" " 518,382 " "3/28/2016" 518382 2046 2500 0
"22428" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10175 59 NA "B3" "164-37 109TH AVENUE                      " "            " 11433 2 0 2 " 2,400 " " 1,728 " 1930 1 "B3" " 225,000 " "12/24/2015" 225000 1728 2400 0
"22429" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10181 26 NA "B2" "109-50 164TH STREET                      " "            " 11433 2 0 2 " 2,000 " " 1,176 " 2006 1 "B2" " 346,940 " "10/20/2015" 346940 1176 2000 0
"22431" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10181 37 NA "B3" "109-51 GUY R BREWER BLVD                 " "            " 11433 2 0 2 " 2,800 " " 2,326 " 1920 1 "B3" " 610,000 " "2/29/2016" 610000 2326 2800 0
"22432" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10181 75 NA "B3" "10929 GUY R. BREWER BLVD                 " "            " 11433 2 0 2 " 2,800 " " 1,791 " 1920 1 "B3" " 475,000 " "9/14/2015" 475000 1791 2800 0
"22433" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10182 1 NA "B2" "164-04 109TH AVENUE                      " "            " 11433 2 0 2 " 3,680 " " 2,052 " 1925 1 "B2" " 530,400 " "8/12/2016" 530400 2052 3680 0
"22435" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10182 1 NA "B2" "164-04 109TH   AVENUE                    " "            " 11433 2 0 2 " 3,680 " " 2,052 " 1925 1 "B2" " 171,000 " "3/23/2016" 171000 2052 3680 0
"22437" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10187 10 NA "B3" "167-28 109TH   ROAD                      " "            " 11433 2 0 2 " 5,530 " " 1,664 " 1925 1 "B3" " 455,000 " "7/7/2016" 455000 1664 5530 0
"22438" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10187 23 NA "B3" "168-19 110 AVENUE                        " "            " 11433 2 0 2 " 2,262 " " 1,136 " 1925 1 "B3" " 3,000 " "6/20/2016" 3000 1136 2262 0
"22440" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10193 90 NA "B2" "164-47 NADAL PLACE                       " "            " 11433 2 0 2 " 1,351 " " 900 " 2005 1 "B2" " 324,360 " "11/24/2015" 324360 900 1351 0
"22443" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10195 15 NA "B3" "167-25 110TH ROAD                        " "            " 11433 2 0 2 " 3,500 " " 2,635 " 1930 1 "B3" " 659,000 " "6/10/2016" 659000 2635 3500 0
"22444" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10201 43 NA "B3" "163-37 MATHIAS AVENUE                    " "            " 11433 2 0 2 " 6,000 " " 2,008 " 1945 1 "B3" " 520,000 " "10/16/2015" 520000 2008 6000 0
"22445" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10205 23 NA "B1" "111-13 167TH STREET                      " "            " 11433 2 0 2 " 3,000 " " 2,652 " 1910 1 "B1" " 225,000 " "3/22/2016" 225000 2652 3000 0
"22446" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10205 40 NA "B3" "111-16 168TH STREET                      " "            " 11433 2 0 2 " 4,000 " " 1,376 " 1950 1 "B3" " 560,000 " "6/24/2016" 560000 1376 4000 0
"22448" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10222 12 NA "B2" "168-32 LIBERTY AVENUE                    " "            " 11433 2 0 2 " 2,076 " " 2,100 " 1920 1 "B2" " 555,000 " "9/29/2015" 555000 2100 2076 0
"22449" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10223 33 NA "B3" "169-11 104 AVENUE                        " "            " 11433 2 0 2 " 2,500 " " 1,342 " 1920 1 "B3" " 550,000 " "4/7/2016" 550000 1342 2500 0
"22450" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10224 29 NA "B2" "10326 171ST STREET                       " "            " 11433 2 0 2 " 2,017 " " 1,960 " 1920 1 "B2" " 253,549 " "2/26/2016" 253549 1960 2017 0
"22451" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10224 29 NA "B2" "103-26 171ST   STREET                    " "            " 11433 2 0 2 " 2,017 " " 1,960 " 1920 1 "B2" " 500 " "9/25/2015" 500 1960 2017 0
"22452" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10224 38 NA "B3" "170-05 104TH   AVENUE                    " "            " 11433 2 0 2 " 2,200 " " 1,240 " 1920 1 "B3" " 380,000 " "3/2/2016" 380000 1240 2200 0
"22453" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10226 190 NA "B2" "104-15 169TH   STREET                    " "            " 11433 2 0 2 " 2,762 " " 2,040 " 2007 1 "B2" " 575,000 " "10/9/2015" 575000 2040 2762 0
"22455" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10229 31 NA "B2" "171-27 104TH   AVENUE                    " "            " 11433 2 0 2 " 4,000 " " 1,400 " 1920 1 "B2" " 1,000 " "4/22/2016" 1000 1400 4000 0
"22456" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10231 113 NA "B2" "106-24 173RD STREET                      " "            " 11433 2 0 2 " 4,000 " " 1,956 " 1930 1 "B2" " 579,104 " "3/4/2016" 579104 1956 4000 0
"22460" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10235 359 NA "B1" "173-35 106TH   AVENUE                    " "            " 11433 2 0 2 " 2,500 " " 1,600 " 1935 1 "B1" " 354,900 " "5/4/2016" 354900 1600 2500 0
"22461" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10238 47 NA "B2" "105-38 170TH   STREET                    " "            " 11433 2 0 2 " 2,850 " " 2,420 " 2008 1 "B2" " 560,000 " "12/29/2015" 560000 2420 2850 0
"22464" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10240 36 NA "B2" "105-22 171 PLACE                         " "            " 11433 2 0 2 " 2,933 " " 2,100 " 1996 1 "B2" " 540,000 " "2/22/2016" 540000 2100 2933 0
"22466" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10241 21 NA "B2" "105-07 171 PLACE                         " "            " 11433 2 0 2 " 3,042 " " 2,160 " 2005 1 "B2" " 590,000 " "5/11/2016" 590000 2160 3042 0
"22468" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10241 57 NA "B2" "17139 107TH AVENUE                       " "            " 11433 2 0 2 " 4,000 " " 1,912 " 1901 1 "B2" " 350,000 " "6/20/2016" 350000 1912 4000 0
"22469" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10243 62 NA "B2" "173-24 106 AVENUE                        " "            " 11433 2 0 2 " 5,398 " " 2,112 " 1955 1 "B2" " 715,000 " "7/29/2016" 715000 2112 5398 0
"22470" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10243 76 NA "B3" "174-43 POLHEMUS AVENUE                   " "            " 11433 2 0 2 " 2,525 " " 1,320 " 1925 1 "B3" " 445,000 " "2/11/2016" 445000 1320 2525 0
"22471" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10243 99 NA "B2" "173-05 107 AVENUE                        " "            " 11433 2 0 2 " 2,000 " " 1,744 " 1930 1 "B2" " 550,000 " "8/10/2016" 550000 1744 2000 0
"22472" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10243 99 NA "B2" "173-05 107TH AVE                         " "            " 11433 2 0 2 " 2,000 " " 1,744 " 1930 1 "B2" " 265,000 " "11/10/2015" 265000 1744 2000 0
"22474" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10247 54 NA "B2" "171-42 107 AVENUE                        " "            " 11433 2 0 2 " 4,000 " " 1,836 " 1920 1 "B2" " 450,000 " "10/30/2015" 450000 1836 4000 0
"22475" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10247 104 NA "B3" "171-39 108TH   AVENUE                    " "            " 11433 2 0 2 " 3,840 " " 1,848 " 1930 1 "B3" " 445,000 " "10/2/2015" 445000 1848 3840 0
"22476" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10252 20 NA "B2" "107-41 WATSON PLACE                      " "            " 11433 2 0 2 " 3,000 " " 1,722 " 1960 1 "B2" " 575,000 " "8/17/2016" 575000 1722 3000 0
"22477" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10252 24 NA "B1" "107-49 WATSON PLACE                      " "            " 11433 2 0 2 " 2,600 " " 1,872 " 2006 1 "B1" " 625,000 " "3/17/2016" 625000 1872 2600 0
"22478" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10252 52 NA "B1" "106-60 RUSCOE STREET                     " "            " 11433 2 0 2 " 2,458 " " 1,600 " 1920 1 "B1" " 289,000 " "4/5/2016" 289000 1600 2458 0
"22479" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10252 65 NA "B1" "106-28 RUSCOE STREET                     " "            " 11433 2 0 2 " 2,500 " " 1,600 " 1920 1 "B1" " 235,000 " "5/31/2016" 235000 1600 2500 0
"22480" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10253 45 NA "B3" "108-16 171ST   STREET                    " "            " 11433 2 0 2 " 1,994 " " 1,020 " 1920 1 "B3" " 182,378 " "2/23/2016" 182378 1020 1994 0
"22482" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10257 77 NA "B2" "108-35 173RD STREET                      " "            " 11433 2 0 2 " 2,000 " " 2,330 " 1920 1 "B2" " 250,000 " "5/19/2016" 250000 2330 2000 0
"22483" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10259 68 NA "B1" "176-08 108TH ROAD                        " "            " 11433 2 0 2 " 4,453 " " 2,010 " 2012 1 "B1" " 711,756 " "5/26/2016" 711756 2010 4453 0
"22484" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10259 68 NA "B1" "176-08 108TH ROAD                        " "            " 11433 2 0 2 " 4,453 " " 2,010 " 2012 1 "B1" " 300,000 " "2/22/2016" 3e+05 2010 4453 0
"22485" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10259 74 NA "B2" "108-07 176TH   STREET                    " "            " 11433 2 0 2 " 2,228 " " 1,736 " 2012 1 "B2" " 300,000 " "2/22/2016" 3e+05 1736 2228 0
"22486" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10267 5 NA "B3" "175-11 110 AVENUE                        " "            " 11433 2 0 2 " 3,800 " " 1,518 " 1920 1 "B3" " 508,000 " "7/7/2016" 508000 1518 3800 0
"22487" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10267 51 NA "B9" "109-32 176TH STREET                      " "            " 11433 2 0 2 " 4,000 " " 1,128 " 1920 1 "B9" " 531,250 " "2/18/2016" 531250 1128 4000 0
"22489" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10332 34 NA "B1" "177-43 105TH   AVENUE                    " "            " 11433 2 0 2 " 2,500 " " 1,600 " 1930 1 "B1" " 295,000 " "11/6/2015" 295000 1600 2500 0
"22490" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10332 44 NA "B1" "177-19 105TH AVENUE                      " "            " 11433 2 0 2 " 2,500 " " 1,600 " 1935 1 "B1" " 455,000 " "11/23/2015" 455000 1600 2500 0
"22491" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10332 51 NA "B3" "104-15 177TH STREET                      " "            " 11433 2 0 2 " 2,000 " " 2,240 " 1930 1 "B3" " 585,000 " "5/6/2016" 585000 2240 2000 0
"22493" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10333 104 NA "B1" "177-23 106TH AVENUE                      " "            " 11433 2 0 2 " 2,500 " " 1,600 " 1930 1 "B1" " 162,000 " "9/4/2015" 162000 1600 2500 0
"22496" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10334 3 NA "B1" "106-15 177TH   STREET                    " "            " 11433 2 0 2 " 2,500 " " 1,600 " 1930 1 "B1" " 385,000 " "6/28/2016" 385000 1600 2500 0
"22498" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10334 8 NA "B1" "106-01 177TH   STREET                    " "            " 11433 2 0 2 " 2,500 " " 1,600 " 1930 1 "B1" " 450,000 " "6/10/2016" 450000 1600 2500 0
"22499" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10334 31 NA "B1" "177-60 106TH   AVENUE                    " "            " 11433 2 0 2 " 2,500 " " 1,600 " 1930 1 "B1" " 380,000 " "9/3/2015" 380000 1600 2500 0
"22500" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10334 53 NA "B1" "177-37 106 ROAD                          " "            " 11433 2 0 2 " 2,500 " " 1,600 " 1930 1 "B1" " 535,000 " "12/14/2015" 535000 1600 2500 0
"22502" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10335 28 NA "B2" "17766 106 ROAD                           " "            " 11433 2 0 2 " 2,953 " " 3,200 " 2003 1 "B2" " 570,000 " "8/12/2016" 570000 3200 2953 0
"22503" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 10335 51 NA "B1" "178-31 107TH   AVENUE                    " "            " 11433 2 0 2 " 2,000 " " 2,080 " 2003 1 "B1" " 605,000 " "2/29/2016" 605000 2080 2000 0
"22504" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11924 34 NA "B3" "139-28 LAKEWOOD AVENUE                   " "            " 11435 2 0 2 " 3,123 " " 2,224 " 1930 1 "B3" " 610,000 " "11/5/2015" 610000 2224 3123 0
"22505" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11926 29 NA "B3" "109-80 141 STREET                        " "            " 11435 2 0 2 " 3,085 " " 1,188 " 1930 1 "B3" " 215,000 " "3/30/2016" 215000 1188 3085 0
"22507" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11928 93 NA "B2" "109-58 143RD   STREET                    " "            " 11435 2 0 2 " 3,600 " " 1,936 " 1960 1 "B2" " 351,225 " "11/23/2015" 351225 1936 3600 0
"22509" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11931 8 NA "S2" "143-14 LAKEWOOD AVENUE                   " "            " 11435 2 1 3 " 1,520 " " 1,760 " 1930 1 "S2" " 365,000 " "6/16/2016" 365000 1760 1520 0
"22511" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11938 6 NA "B2" "145-08 LAKEWOOD AVENUE                   " "            " 11435 2 0 2 " 2,840 " " 2,452 " 1931 1 "B2" " 363,596 " "9/2/2015" 363596 2452 2840 0
"22512" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11938 6 NA "B2" "145-08 LAKEWOOD AVENUE                   " "            " 11435 2 0 2 " 2,840 " " 2,452 " 1931 1 "B2" " 743,312 " "9/2/2015" 743312 2452 2840 0
"22513" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11938 45 NA "B2" "145-39 ARLINGTON TERRACE                 " "            " 11435 2 0 2 " 4,000 " " 2,162 " 1960 1 "B2" " 560,000 " "7/13/2016" 560000 2162 4000 0
"22514" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11940 164 NA "B2" "145-30 109TH AVENUE                      " "            " 11435 2 0 2 " 4,000 " " 1,920 " 1930 1 "B2" " 450,000 " "3/15/2016" 450000 1920 4000 0
"22516" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11941 263 NA "B2" "145-43 GLASSBORO AVENUE                  " "            " 11435 2 0 2 " 3,325 " " 2,827 " 1930 1 "B2" " 390,000 " "1/15/2016" 390000 2827 3325 0
"22517" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11941 265 NA "B2" "145-37 GLASSBORO AVENUE                  " "            " 11435 2 0 2 " 3,325 " " 2,827 " 1930 1 "B2" " 580,000 " "12/2/2015" 580000 2827 3325 0
"22518" 4 "SOUTH JAMAICA            " "02  TWO FAMILY DWELLINGS                    " "1" 11941 280 NA "B2" "145-07 GLASSBORO AVENUE                  " "            " 11435 2 0 2 " 4,000 " " 1,287 " 1930 1 "B2" " 412,500 " "11/19/2015" 412500 1287 4000 0
